"District","School","GrowthStatus","PctPassingEOGTests","PctFreeReduced","HasStringsProgram","SchoolScore","Grade"
"Avery County Schools","Freedom Trail Elementary","Exceeded",55.20,76.50,0,61,"C"
"Avery County Schools","Newland Elementary","Met",50.40,70.50,0,56,"C"
"Avery County Schools","Riverside Elementary","Exceeded",51.50,67.40,0,59,"C"
"Charlotte-Mecklenburg Schools","Grand Oak Elementary","Exceeded",85.80,7.60,0,86,"A"
"Moore County Schools","Elise Middle","Exceeded",47.40,89.10,0,57,"C"
"Beaufort County Schools","Chocowinity Primary","Met",77.00,73.10,0,78,"B"
"Beaufort County Schools","John C Tayloe Elementary","Met",50.30,74.50,0,56,"C"
"Burke County Schools","Oak Hill Elementary","Exceeded",57.00,59.60,0,63,"C"
"Beaufort County Schools","John Small Elementary","NotMet",41.90,67.60,0,44,"D"
"Charlotte-Mecklenburg Schools","Berewick Elementary","NotMet",56.80,55.00,0,59,"C"
"Beaufort County Schools","Northeast Elementary","Met",53.10,68.80,0,59,"C"
"Beaufort County Schools","Northside High","NotMet",47.80,47.70,0,61,"C"
"Guilford County Schools","Jesse Wharton Elem","NotMet",65.10,35.00,0,66,"C"
"Beaufort County Schools","P S Jones Middle","Met",43.20,69.40,0,50,"D"
"Iredell-Statesville Schools","West Iredell High","NotMet",42.10,50.00,0,58,"C"
"Catawba County Schools","Startown Elementary","Exceeded",60.60,48.20,0,68,"C"
"Rowan-Salisbury Schools","West Rowan Middle","Met",54.50,57.30,0,60,"C"
"Beaufort County Schools","S W Snowden Elementary","Met",32.20,93.50,0,40,"D"
"Cabarrus County Schools","Mount Pleasant Middle","Exceeded",62.20,42.10,0,68,"C"
"Beaufort County Schools","Southside High","Met",44.80,65.20,0,66,"C"
"Iredell-Statesville Schools","East Iredell Middle","Exceeded",42.90,69.40,0,52,"D"
"Burke County Schools","Ray Childers Elementary","NotMet",61.60,70.10,0,61,"C"
"Wake County Schools","Apex High","Exceeded",80.60,9.50,1,86,"A"
"Kannapolis City Schools","Jackson Park Elementary","Met",48.50,78.60,0,55,"C"
"Beaufort County Schools","Washington High","Met",44.00,56.80,0,62,"C"
"Wayne County Public Schools","Charles B Aycock High","Met",58.50,39.00,0,71,"B"
"Bertie County Schools","Bertie Early College High","Met",57.80,64.60,0,71,"B"
"Stokes County Schools","Chestnut Grove Middle","Exceeded",60.20,47.40,0,65,"C"
"Bertie County Schools","Bertie High","NotMet",21.40,87.80,0,46,"D"
"Gaston County Schools","East Gaston High","Exceeded",54.40,43.50,0,72,"B"
"Chapel Hill-Carrboro Schools","McDougle Middle","Exceeded",76.80,27.10,0,81,"B"
"Bertie County Schools","Bertie Middle","Exceeded",36.70,84.60,0,47,"D"
"Bertie County Schools","Bertie STEM High","Met",75.30,60.90,0,83,"B"
"Charlotte-Mecklenburg Schools","Highland Creek Elementary","NotMet",72.50,24.60,0,70,"B"
"Polk County Schools","Tryon Elementary School","NotMet",68.10,60.80,0,67,"C"
"Guilford County Schools","Brightwood Elementary","NotMet",36.90,87.70,0,43,"D"
"Catawba County Schools","Harry M Arndt Middle","Exceeded",57.00,58.50,0,65,"C"
"Brunswick County Schools","Shallotte Middle","Exceeded",61.60,62.30,0,69,"C"
"Johnston County Schools","Clayton Middle","Met",57.20,42.60,0,61,"C"
"Bertie County Schools","Colerain Elementary","Met",30.10,88.80,0,38,"F"
"Rowan-Salisbury Schools","Rowan Co Early College","Met",70.90,65.60,0,81,"B"
"Charlotte-Mecklenburg Schools","Berryhill School","Met",46.80,92.20,0,51,"D"
"Randolph County Schools","Trinity Elementary","Exceeded",56.80,60.50,0,63,"C"
"Bertie County Schools","Windsor Elementary","Met",41.30,89.10,0,48,"D"
"Catawba County Schools","Webb A Murray Elementary","Met",50.40,79.10,0,57,"C"
"Buncombe County Schools","Enka Middle","NotMet",58.40,62.90,0,58,"C"
"Bladen County Schools","Bladen Lakes Primary","Exceeded",43.50,70.00,0,52,"D"
"Charlotte-Mecklenburg Schools","Park Road Montessori","Met",79.30,11.80,0,78,"B"
"Bladen County Schools","Bladenboro Middle","NotMet",34.40,73.10,0,39,"F"
"Brunswick County Schools","Jessie Mae Monroe Elementary","Met",47.30,77.50,0,52,"D"
"Lincoln County Schools","Catawba Springs Elementary","Exceeded",77.80,30.30,0,81,"B"
"Bladen County Schools","Bladenboro Primary","NotMet",51.50,76.80,0,55,"C"
"Charlotte-Mecklenburg Schools","Olympic High - Renaissance School","Met",56.80,48.10,0,71,"B"
"Charter Schools","Alpha Academy","Met",51.10,,0,56,"C"
"Tyrrell County Schools","Columbia High","Exceeded",51.50,56.50,0,67,"C"
"Charlotte-Mecklenburg Schools","Windsor Park Elementary","Exceeded",62.00,89.10,0,68,"C"
"Bladen County Schools","Clarkton School of Discovery","NotMet",52.30,56.00,0,54,"D"
"Pasquotank County Schools","Pasquotank County High","Exceeded",43.10,58.40,0,62,"C"
"Charlotte-Mecklenburg Schools","Selwyn Elementary","Exceeded",82.80,19.30,0,84,"B"
"Lenoir County Public Schools","Rochelle Middle","NotMet",23.30,92.00,0,32,"F"
"Bladen County Schools","Dublin Primary","Exceeded",59.70,73.20,0,65,"C"
"Wayne County Public Schools","Fremont STARS Elementary","Met",45.10,66.70,0,53,"D"
"Bladen County Schools","East Arcadia Elementary","Met",30.30,59.70,0,40,"D"
"Bladen County Schools","East Bladen High","NotMet",38.60,64.40,0,56,"C"
"Charlotte-Mecklenburg Schools","Oaklawn Language Academy","Exceeded",67.90,76.90,0,72,"B"
"Buncombe County Schools","Valley Springs Middle","Exceeded",67.30,50.00,0,71,"B"
"Bladen County Schools","Elizabethtown Middle","Met",33.00,81.20,0,43,"D"
"Montgomery County Schools","Star Elementary","Met",53.50,71.80,0,59,"C"
"Charter Schools","Cape Fear Center for Inquiry","Exceeded",79.00,14.90,0,81,"B"
"Charter Schools","Rocky Mount Preparatory","NotMet",35.80,71.20,0,43,"D"
"Bladen County Schools","Elizabethtown Primary","Met",41.80,83.30,0,50,"D"
"Northampton County Schools","Conway Middle","NotMet",28.50,82.20,0,33,"F"
"Mooresville City Schools","Park View Elementary","Exceeded",87.20,50.10,0,89,"A"
"Buncombe County Schools","Koontz Intermediate","NotMet",63.30,49.00,0,62,"C"
"Bladen County Schools","Plain View Primary","Met",51.40,84.40,0,57,"C"
"Camden County Schools","CamTech High","Met",71.20,31.10,0,76,"B"
"Buncombe County Schools","Leicester Elementary","Exceeded",59.80,68.90,0,66,"C"
"Bladen County Schools","West Bladen High","NotMet",36.00,58.80,0,56,"C"
"Charlotte-Mecklenburg Schools","Alexander Graham Middle","Exceeded",71.00,35.80,0,77,"B"
"Caldwell County Schools","Sawmills Elementary","Met",49.70,57.60,0,56,"C"
"Lenoir County Public Schools","Woodington Middle","NotMet",46.90,64.00,0,48,"D"
"Guilford County Schools","Erwin Montessori","Met",67.50,53.40,0,71,"B"
"Caldwell County Schools","Happy Valley Elementary","Met",58.20,60.40,0,63,"C"
"Brunswick County Schools","Belville Elementary","NotMet",55.60,55.80,0,55,"C"
"Brunswick County Schools","Bolivia Elementary","NotMet",62.60,66.00,0,63,"C"
"Brunswick County Schools","Brunswick County Early College","Met",92.60,40.90,0,94,"A"
"Carteret County Public Schools","Croatan High","Exceeded",81.40,24.00,0,89,"A"
"Brunswick County Schools","Cedar Grove Middle","Exceeded",49.70,69.80,0,57,"C"
"Stokes County Schools","Southeastern Middle","Exceeded",56.10,54.90,0,62,"C"
"Charter Schools","Sterling Montessori Academy","Met",84.00,,0,84,"B"
"Brunswick County Schools","Leland Middle","NotMet",46.00,63.40,0,50,"D"
"Carteret County Public Schools","Bogue Sound Elementary","NotMet",59.40,54.50,0,61,"C"
"Brunswick County Schools","North Brunswick High","Met",46.40,57.20,0,64,"C"
"Brunswick County Schools","South Brunswick Middle","NotMet",57.10,51.70,0,58,"C"
"New Hanover County Schools","Walter L Parsley Elementary","Exceeded",90.80,14.40,0,91,"A"
"Brunswick County Schools","Southport Elementary","NotMet",56.90,55.50,0,58,"C"
"Charlotte-Mecklenburg Schools","Briarwood Elementary","Exceeded",40.60,94.80,0,50,"D"
"Charlotte-Mecklenburg Schools","Olympic High - Biotech Health Pub Admin","Exceeded",67.90,55.60,0,77,"B"
"Franklin County Schools","Terrell Lane Middle","Met",38.70,69.30,0,48,"D"
"Brunswick County Schools","Supply Elementary","NotMet",44.60,82.60,0,48,"D"
"Charlotte-Mecklenburg Schools","McClintock Middle","NotMet",32.60,84.40,0,38,"F"
"Whiteville City Schools","Whiteville High","Met",49.50,56.70,0,65,"C"
"Cherokee County Schools","Ranger Elementary/Middle","Exceeded",63.50,73.40,0,68,"C"
"Brunswick County Schools","Town Creek Elementary","NotMet",48.00,59.00,0,51,"D"
"Charlotte-Mecklenburg Schools","Clear Creek Elementary","Met",66.40,57.00,0,69,"C"
"Brunswick County Schools","Union Elementary","Exceeded",71.10,61.20,0,75,"B"
"Forsyth County Schools","Ward Elementary","Met",57.90,65.80,0,63,"C"
"Charter Schools","PACE Academy","Met",26.50,71.10,0,49,"D"
"Brunswick County Schools","Virginia Williamson Elem","NotMet",55.30,69.10,0,56,"C"
"Charlotte-Mecklenburg Schools","Mountain Island Elementary","Exceeded",67.00,52.90,0,73,"B"
"Brunswick County Schools","Waccamaw","NotMet",56.60,71.00,0,59,"C"
"Brunswick County Schools","West Brunswick High","Exceeded",59.60,52.70,0,71,"B"
"Charlotte-Mecklenburg Schools","Barnette Elementary","Exceeded",73.20,21.40,0,76,"B"
"Buncombe County Schools","Avery's Creek Elementary","NotMet",60.20,63.20,0,60,"C"
"Charter Schools","Bethany Community Middle","Met",63.50,32.80,0,67,"C"
"Buncombe County Schools","Barnardsville Elementary","Met",58.50,69.00,0,64,"C"
"Catawba County Schools","Saint Stephens High","Met",62.90,47.90,0,70,"B"
"Charlotte-Mecklenburg Schools","Westerly Hills Academy","Exceeded",30.10,94.10,0,42,"D"
"Gaston County Schools","Bessemer City Central Elem","Exceeded",39.00,76.50,0,48,"D"
"Charlotte-Mecklenburg Schools","Olde Providence Elementary","Met",83.60,15.10,0,83,"B"
"Cumberland County Schools","Cumberland International Early CollegeHS","Met",81.10,54.30,0,82,"B"
"Charlotte-Mecklenburg Schools","Ballantyne Elementary","Exceeded",82.70,16.00,0,84,"B"
"Buncombe County Schools","Bell Elementary","Met",63.80,57.10,0,67,"C"
"Charlotte-Mecklenburg Schools","Davidson Elementary","Met",83.40,12.60,0,82,"B"
"Currituck County Schools","Shawboro Elementary School","Met",63.30,41.30,0,66,"C"
"Buncombe County Schools","Black Mountain Primary","Met",69.80,53.40,0,72,"B"
"Buncombe County Schools","Buncombe County Early College","Met",93.10,47.00,0,92,"A"
"Charlotte-Mecklenburg Schools","Sedgefield Middle","NotMet",34.70,83.40,0,38,"F"
"Buncombe County Schools","Candler Elementary","NotMet",60.20,65.20,0,61,"C"
"Buncombe County Schools","Cane Creek Middle","Met",73.70,39.40,0,75,"B"
"Gaston County Schools","Catawba Heights Elementary","Exceeded",49.70,63.40,0,57,"C"
"Charlotte-Mecklenburg Schools","Beverly Woods Elementary","Met",82.10,15.60,0,82,"B"
"Thomasville City Schools","Thomasville Primary","Met",42.60,90.80,0,50,"D"
"Buncombe County Schools","Eblen Intermediate","NotMet",48.00,74.40,0,51,"D"
"Buncombe County Schools","Emma Elementary","Exceeded",42.50,93.20,0,52,"D"
"Buncombe County Schools","Enka High","NotMet",45.80,51.30,0,58,"C"
"Yancey County Schools","Mountain Heritage High","Met",65.70,44.80,0,74,"B"
"Davidson County Schools","Central Davidson High","Met",53.00,44.90,0,69,"C"
"Buncombe County Schools","Erwin High","NotMet",45.20,61.30,0,58,"C"
"Wayne County Public Schools","Southern Wayne High","NotMet",34.30,67.00,0,51,"D"
"Wake County Schools","Centennial Campus Middle","Met",53.40,45.10,0,57,"C"
"Buncombe County Schools","Erwin Middle","NotMet",54.20,70.20,0,55,"C"
"Buncombe County Schools","Estes Elementary","NotMet",70.00,51.20,0,68,"C"
"Buncombe County Schools","Fairview Elementary","Exceeded",63.80,46.30,0,69,"C"
"Charlotte-Mecklenburg Schools","Independence High","Exceeded",67.10,55.20,0,77,"B"
"Cabarrus County Schools","Royal Oaks Elementary","Met",47.00,78.70,0,53,"D"
"Buncombe County Schools","Glen Arden Elementary","Met",77.20,33.30,0,78,"B"
"Guilford County Schools","Southwest Guilford Middle","NotMet",61.90,44.60,0,61,"C"
"Buncombe County Schools","Haw Creek Elementary","NotMet",65.80,50.50,0,65,"C"
"Guilford County Schools","James B Dudley High","Met",29.70,84.40,0,55,"C"
"Buncombe County Schools","Oakley Elementary","Met",50.10,76.60,0,56,"C"
"Buncombe County Schools","Hominy Valley Elementary","Met",66.50,46.70,0,68,"C"
"Buncombe County Schools","Johnston Elementary","Met",40.40,88.10,0,48,"D"
"Burke County Schools","Walter R Johnson Middle","Exceeded",62.30,72.90,0,69,"C"
"Guilford County Schools","Nathanael Greene Elementary","NotMet",51.30,41.10,0,53,"D"
"Buncombe County Schools","North Buncombe Elementary","Met",59.40,59.10,0,64,"C"
"Caswell County Schools","Stoney Creek Elementary","Met",52.90,73.50,0,58,"C"
"Buncombe County Schools","North Buncombe High","Met",64.20,38.00,0,75,"B"
"Burke County Schools","Freedom High","NotMet",49.30,57.20,0,61,"C"
"Mitchell County Schools","Harris Middle","NotMet",60.00,59.50,0,61,"C"
"Haywood County Schools","Riverbend Elementary","Exceeded",87.90,48.60,0,89,"A"
"Buncombe County Schools","North Buncombe Middle","NotMet",62.60,49.10,0,61,"C"
"Cherokee County Schools","Murphy High","Exceeded",66.90,55.90,0,79,"B"
"Buncombe County Schools","Owen High","Met",56.30,45.20,0,70,"B"
"Buncombe County Schools","Pisgah Elementary","Exceeded",78.00,67.60,0,80,"B"
"Buncombe County Schools","Reynolds High","NotMet",64.50,40.50,0,72,"B"
"Cabarrus County Schools","Harrisburg Elementary","Met",74.20,12.90,0,75,"B"
"Cabarrus County Schools","Cabarrus-Kannapolis Early Coll","Met",84.50,44.60,0,87,"A"
"Buncombe County Schools","Reynolds Middle","Met",62.40,60.30,0,67,"C"
"Buncombe County Schools","Roberson High","NotMet",67.80,37.10,0,75,"B"
"Buncombe County Schools","Sand Hill-Venable Elem","NotMet",56.60,72.70,0,57,"C"
"Craven County Schools","Trent Park Elementary","Met",50.80,76.60,0,56,"C"
"Caldwell County Schools","Caldwell Early College","Exceeded",88.70,38.70,0,93,"A"
"McDowell County Schools","McDowell High","NotMet",44.20,51.00,0,60,"C"
"Buncombe County Schools","Weaverville Elementary","Met",68.80,49.60,0,70,"B"
"Buncombe County Schools","West Buncombe Elementary","Exceeded",69.10,68.20,0,73,"B"
"Buncombe County Schools","Williams Elementary","NotMet",55.80,72.60,0,59,"C"
"Buncombe County Schools","Woodfin Elementary","NotMet",48.60,78.70,0,53,"D"
"Wake County Schools","Ligon Middle","Met",71.30,32.50,1,73,"B"
"Burke County Schools","Drexel Elementary","Met",52.80,65.20,0,58,"C"
"Granville County Schools","Granville Central High","Exceeded",41.70,52.70,0,65,"C"
"Charlotte-Mecklenburg Schools","Myers Park Traditional","Met",68.60,32.60,0,71,"B"
"Burke County Schools","East Burke High","NotMet",56.20,56.10,0,64,"C"
"Burke County Schools","East Burke Middle","Exceeded",69.00,59.60,0,74,"B"
"Union County Public Schools","Shiloh Elementary","Met",79.80,42.20,0,79,"B"
"Guilford County Schools","McLeansville Elementary","Met",49.80,74.90,0,55,"C"
"Cabarrus County Schools","Weddington Hills Elementary","Met",57.90,65.50,0,63,"C"
"Burke County Schools","Forest Hill Elementary","Met",61.90,63.40,0,66,"C"
"Catawba County Schools","Lyle Creek Elementary","Exceeded",43.60,68.90,0,53,"D"
"Charlotte-Mecklenburg Schools","Smithfield Elementary","Exceeded",68.50,47.80,0,72,"B"
"Burke County Schools","Glen Alpine Elementary","Exceeded",65.40,72.70,0,70,"B"
"Charlotte-Mecklenburg Schools","Military and Global Leadership Academy","Met",45.20,79.20,0,55,"C"
"Burke County Schools","Heritage Middle","Exceeded",62.40,53.30,0,69,"C"
"Burke County Schools","Hildebran Elementary","Exceeded",70.40,64.90,0,76,"B"
"Burke County Schools","Icard Elementary","Met",62.10,70.50,0,66,"C"
"Johnston County Schools","South Johnston High","NotMet",51.20,48.80,0,63,"C"
"Burke County Schools","Jimmy C Draughn High School","Met",73.30,47.10,0,79,"B"
"Burke County Schools","Mountain Crest Elementary","Exceeded",48.60,94.60,0,57,"C"
"Burke County Schools","Robert L. Patton High School","NotMet",56.60,48.00,0,67,"C"
"Cabarrus County Schools","Bethel Elementary","NotMet",56.90,38.40,0,58,"C"
"Caswell County Schools","North Elementary","Met",59.70,72.30,0,64,"C"
"Burke County Schools","Rutherford College Elem","Exceeded",85.10,52.40,0,86,"A"
"Henderson County Schools","Hendersonville High","Met",69.20,37.00,0,82,"B"
"Burke County Schools","Table Rock Middle","Exceeded",56.30,62.60,0,62,"C"
"Burke County Schools","Valdese Elementary","Exceeded",65.70,54.00,0,70,"B"
"Burke County Schools","W A Young Elementary","Exceeded",53.80,70.70,0,60,"C"
"Wilkes County Schools","North Wilkes Middle","NotMet",49.90,67.40,0,52,"D"
"Cabarrus County Schools","A T Allen Elementary","NotMet",60.50,64.90,0,62,"C"
"Carteret County Public Schools","Atlantic Elementary","Met",72.90,56.30,0,75,"B"
"Charlotte-Mecklenburg Schools","Coulwood Middle","NotMet",30.60,81.60,0,34,"F"
"Yadkin County Schools","Forbush Elementary","Exceeded",79.70,29.90,0,81,"B"
"Cabarrus County Schools","Beverly Hills Elementary","Met",55.40,66.90,0,61,"C"
"Robeson County Schools","Littlefield Middle","Exceeded",37.50,80.00,0,47,"D"
"Cabarrus County Schools","Central Cabarrus High","Exceeded",56.60,50.30,0,71,"B"
"Wilson County Schools","Wells Elementary","NotMet",44.50,67.90,0,49,"D"
"Cabarrus County Schools","Charles E Boger Elementary","NotMet",62.60,35.60,0,64,"C"
"Cabarrus County Schools","Concord High","NotMet",50.10,51.60,0,61,"C"
"Vance County Schools","Clarke Elementary","Exceeded",47.30,94.40,0,56,"C"
"Cabarrus County Schools","Concord Middle","NotMet",38.80,71.20,0,45,"D"
"Newton Conover City Schools","South Newton Elementary","Met",52.30,72.00,0,58,"C"
"Cumberland County Schools","Gray's Creek Middle","Exceeded",59.70,48.20,0,66,"C"
"Cabarrus County Schools","Cox Mill High School","Met",68.50,19.80,0,80,"B"
"Cabarrus County Schools","Harris Road Middle","Exceeded",74.00,17.50,0,79,"B"
"Charter Schools","Brevard Academy","Met",66.70,28.80,0,70,"B"
"Cabarrus County Schools","Hickory Ridge High","Exceeded",72.20,18.90,0,83,"B"
"Charlotte-Mecklenburg Schools","Randolph Middle","Met",76.30,44.40,0,76,"B"
"Pitt County Schools","Creekside Elementary","NotMet",52.90,54.10,0,56,"C"
"Cabarrus County Schools","J N Fries Magnet School","Met",88.70,21.20,0,87,"A"
"Camden County Schools","Camden County High","Exceeded",70.10,27.30,0,80,"B"
"Cabarrus County Schools","Jay M Robinson High","NotMet",49.10,41.60,0,64,"C"
"Cabarrus County Schools","Mount Pleasant Elementary","Exceeded",67.20,39.60,0,72,"B"
"Charlotte-Mecklenburg Schools","River Oaks Academy","NotMet",41.40,72.40,0,44,"D"
"Charlotte-Mecklenburg Schools","Barringer Academic Center","Exceeded",61.80,57.90,0,67,"C"
"Iredell-Statesville Schools","Shepherd Elementary","Met",70.00,45.40,0,72,"B"
"Charter Schools","Lake Lure Classical Academy","Met",65.10,20.60,0,69,"C"
"Cabarrus County Schools","Mount Pleasant High","NotMet",47.00,37.00,0,65,"C"
"Wake County Schools","East Millbrook Middle","NotMet",43.90,63.10,1,49,"D"
"Cabarrus County Schools","Northwest Cabarrus High","Exceeded",56.80,45.20,0,72,"B"
"Iredell-Statesville Schools","N B Mills Elementary","NotMet",34.20,86.60,0,39,"F"
"Cabarrus County Schools","Patriots Elementary","Met",65.00,33.10,0,69,"C"
"Wayne County Public Schools","Wayne Early / Middle College High","Met",91.10,37.90,0,92,"A"
"Cabarrus County Schools","Pitts School Road Elementary","NotMet",66.20,32.30,0,64,"C"
"Cabarrus County Schools","Rocky River Elementary","NotMet",49.10,63.90,0,53,"D"
"Cabarrus County Schools","W M Irvin Elementary","NotMet",42.60,68.20,0,47,"D"
"Charlotte-Mecklenburg Schools","Cornelius Elementary","Met",79.90,28.80,0,80,"B"
"Guilford County Schools","Gibsonville Elementary","Met",53.00,56.90,0,59,"C"
"Cabarrus County Schools","W R Odell Elementary","Met",75.40,20.90,0,76,"B"
"Cabarrus County Schools","Winecoff Elementary","NotMet",44.00,70.40,0,47,"D"
"Scotland County Schools","I E Johnson Elementary","NotMet",35.00,,0,42,"D"
"Cabarrus County Schools","Wolf Meadow Elementary","Met",46.60,82.90,0,52,"D"
"Caldwell County Schools","Baton Elementary","Exceeded",66.00,68.00,0,71,"B"
"Caldwell County Schools","Gamewell Elementary","Exceeded",52.00,71.90,0,61,"C"
"Wake County Schools","Davis Drive Elementary","Exceeded",92.70,5.10,0,93,"A"
"Currituck County Schools","Moyock Elementary","NotMet",68.00,24.20,0,68,"C"
"Caldwell County Schools","Caldwell Career Cen Mid. Coll.","Met",75.00,45.70,0,81,"B"
"Caldwell County Schools","Davenport A+ School","Exceeded",57.90,66.50,0,64,"C"
"Charter Schools","The Hawbridge School","Met",80.30,,0,82,"B"
"Caldwell County Schools","Dudley Shoals Elementary","Exceeded",60.60,53.80,0,66,"C"
"Caldwell County Schools","Gamewell Middle","Exceeded",46.70,79.00,0,56,"C"
"Carteret County Public Schools","Beaufort Elementary","Met",70.10,66.70,0,72,"B"
"Craven County Schools","West Craven Middle","Exceeded",47.50,67.40,0,56,"C"
"Caldwell County Schools","Granite Falls Elementary","Exceeded",67.40,48.80,0,72,"B"
"Caldwell County Schools","Granite Falls Middle","Exceeded",63.10,48.30,0,69,"C"
"Caldwell County Schools","Hibriten High","Met",57.10,50.50,0,72,"B"
"Stokes County Schools","Germanton Elementary","Exceeded",64.70,48.00,0,70,"B"
"Caldwell County Schools","South Caldwell High","Met",58.90,42.70,0,71,"B"
"Wake County Schools","Walnut Creek ES","NotMet",39.50,81.30,0,44,"D"
"Caldwell County Schools","Hudson Elementary","Exceeded",61.50,59.30,0,67,"C"
"Caldwell County Schools","Hudson Middle","Exceeded",63.30,54.90,0,69,"C"
"Caldwell County Schools","Kings Creek Elementary","Met",61.90,70.50,0,65,"C"
"Surry County Schools","East Surry High","NotMet",67.50,42.40,0,74,"B"
